samples,acc,prec,rec,threshold
10270,0.745,0.9955947136563876,0.4708333333333333,0.75
11270,0.64,0.9965986394557823,0.4493865030674847,0.75
12270,0.716,0.9971910112359551,0.5564263322884012,0.75
13270,0.766,0.9923469387755102,0.6274193548387097,0.75
14270,0.797,0.9953810623556582,0.6819620253164557,0.75
15270,0.808,0.9935760171306209,0.7105666156202144,0.75
16270,0.831,0.9979253112033195,0.7411402157164869,0.75
17270,0.863,1.0,0.7852664576802508,0.75
18270,0.87,0.9960079840319361,0.79585326953748,0.75
19270,0.893,0.9980430528375733,0.827922077922078,0.75
20270,0.888,0.9925233644859813,0.8309859154929577,0.75
21270,0.899,0.9963963963963964,0.848159509202454,0.75
22270,0.913,0.9982142857142857,0.8666666666666667,0.75
23270,0.916,0.9962335216572504,0.8657937806873978,0.75
24270,0.927,0.9982046678635548,0.8853503184713376,0.75
25270,0.933,0.9965156794425087,0.8979591836734694,0.75
26270,0.924,0.9948630136986302,0.8883792048929664,0.75
27270,0.947,0.9945945945945946,0.9169435215946844,0.75
28270,0.948,0.9964601769911504,0.9184339314845025,0.75
29270,0.949,1.0,0.9204368174726989,0.75
30270,0.946,0.9933993399339934,0.9233128834355828,0.75
31270,0.952,0.9967159277504105,0.9295558958652373,0.75
32270,0.935,0.9930313588850174,0.9033280507131537,0.75
33270,0.943,0.9963833634719711,0.9092409240924092,0.75
34270,0.95,0.996661101836394,0.9255813953488372,0.75
35270,0.944,0.9982332155477032,0.9112903225806451,0.75
36270,0.94,0.9916387959866221,0.9151234567901234,0.75
37270,0.959,0.9950657894736842,0.9409020217729394,0.75
38270,0.941,0.9965928449744463,0.9112149532710281,0.75
39270,0.948,0.9947735191637631,0.9209677419354839,0.75
40270,0.964,0.9933444259567388,0.9491255961844197,0.75
41270,0.96,0.9949748743718593,0.9413629160063391,0.75
42270,0.963,0.998272884283247,0.9413680781758957,0.75
43270,0.96,1.0,0.9380804953560371,0.75
44270,0.956,0.9932088285229203,0.936,0.75
45270,0.966,0.9966159052453468,0.9484702093397746,0.75
46270,0.957,0.9902755267423015,0.9429012345679012,0.75
47270,0.962,0.9983443708609272,0.9421875,0.75
48270,0.963,0.988255033557047,0.9515347334410339,0.75
49270,0.962,0.9967105263157895,0.9439252336448598,0.75
50270,0.962,0.9883333333333333,0.9503205128205128,0.75
51270,0.952,0.9982668977469671,0.9245585874799358,0.75
52270,0.957,0.9951768488745981,0.9393019726858877,0.75
53270,0.952,0.9896729776247849,0.9319286871961102,0.75
54270,0.956,0.9900166389351082,0.9399684044233807,0.75
55270,0.965,0.9937694704049844,0.953662182361734,0.75
56270,0.964,0.9932885906040269,0.9487179487179487,0.75
57270,0.963,0.9933333333333333,0.9475357710651828,0.75
58270,0.963,0.9949324324324325,0.9454253611556982,0.75
59270,0.967,0.9951768488745981,0.9537750385208013,0.75
60270,0.96,0.9882154882154882,0.9467741935483871,0.75
61270,0.959,0.9949066213921901,0.9391025641025641,0.75
62270,0.898,0.9900826446280991,0.8618705035971223,0.75
63270,0.868,0.9874476987447699,0.851985559566787,0.75
64270,0.857,0.9985974754558204,0.8337236533957846,0.75
65270,0.901,0.9945280437756497,0.8844282238442822,0.75
66270,0.94,0.9860529986052998,0.9339498018494056,0.75
67270,0.94,0.9822161422708618,0.938562091503268,0.75
68270,0.905,0.987603305785124,0.8929016189290162,0.75
69270,0.942,0.9824817518248176,0.9360222531293463,0.75
70270,0.956,0.9973753280839895,0.9476309226932669,0.75
71270,0.897,0.9806094182825484,0.8883312421580929,0.75
72270,0.923,0.9761526232114467,0.908284023668639,0.75
73270,0.935,0.9833333333333333,0.9231863442389758,0.75
74270,0.904,0.9819376026272578,0.8755490483162518,0.75
75270,0.931,0.9787535410764873,0.9275167785234899,0.75
76270,0.897,0.9881956155143339,0.8592375366568915,0.75
77270,0.937,0.9689655172413794,0.9258649093904449,0.75
78270,0.907,0.9836867862969005,0.8790087463556852,0.75
79270,0.919,0.9628942486085343,0.8948275862068965,0.75
80270,0.916,0.9645669291338582,0.8812949640287769,0.75
81270,0.923,0.9646799116997793,0.8775100401606426,0.75
82270,0.951,0.9862745098039216,0.9229357798165138,0.75
83270,0.927,0.9543147208121827,0.8723897911832946,0.75
84270,0.927,0.9769585253456221,0.8706365503080082,0.75
85270,0.93,0.9713467048710601,0.849624060150376,0.75
86270,0.936,0.9690140845070423,0.8664987405541562,0.75
87270,0.952,0.9289340101522843,0.8433179723502304,0.75
88270,0.948,0.5,0.5,0.75
89270,0.945,0.8333333333333334,0.7692307692307693,0.75
90270,0.952,0.9380530973451328,0.7210884353741497,0.75
91270,0.962,0.9693251533742331,0.8272251308900523,0.75
92270,0.953,0.9357798165137615,0.7183098591549296,0.75
93270,0.947,0.9206349206349206,0.8207547169811321,0.75
94270,0.9,0.9835526315789473,0.7588832487309645,0.75
95270,0.949,0.957983193277311,0.7125,0.75
96270,0.906,0.9829351535836177,0.7639257294429708,0.75
97270,0.859,0.9926108374384236,0.744916820702403,0.75
98270,0.92,0.9925650557620818,0.7739130434782608,0.75
99270,0.859,0.9895833333333334,0.7350096711798839,0.75
100270,0.942,0.9933993399339934,0.8431372549019608,0.75
101270,0.924,0.9707317073170731,0.7397769516728625,0.75
102270,0.898,0.9808219178082191,0.7902869757174393,0.75
103270,0.957,0.9771428571428571,0.8142857142857143,0.75
104270,0.901,0.9487179487179487,0.5441176470588235,0.75
105270,0.943,0.9852216748768473,0.7874015748031497,0.75
106270,0.809,0.9932126696832579,0.7001594896331739,0.75
107270,0.934,0.9560439560439561,0.5838926174496645,0.75
108270,0.937,0.9552238805970149,0.6918918918918919,0.75
109270,0.854,0.9854721549636803,0.7440585009140768,0.75
110270,0.873,0.9689265536723164,0.7472766884531591,0.75
111270,0.85,0.9907407407407407,0.7456445993031359,0.75
112270,0.879,0.9950372208436724,0.7711538461538462,0.75
113270,0.881,0.9948717948717949,0.7683168316831683,0.75
114270,0.855,0.9920634920634921,0.6361323155216285,0.75
115270,0.828,0.9975429975429976,0.7036395147313691,0.75
116270,0.881,0.9892086330935251,0.7033248081841432,0.75
117270,0.882,0.9809523809523809,0.789272030651341,0.75
118270,0.898,0.9977777777777778,0.8163636363636364,0.75
119270,0.914,0.9816176470588235,0.7672413793103449,0.75
120270,0.909,0.9937106918238994,0.7802469135802469,0.75
121270,0.903,0.9941690962099126,0.7821100917431193,0.75
122270,0.907,0.9906976744186047,0.7006578947368421,0.75
123270,0.856,1.0,0.7525773195876289,0.75
124270,0.893,0.9862068965517241,0.7352185089974294,0.75
125270,0.794,1.0,0.6472602739726028,0.75
126270,0.888,0.9833333333333333,0.7338308457711443,0.75
127270,0.917,0.9835390946502057,0.7515723270440252,0.75
128270,0.937,0.9944289693593314,0.854066985645933,0.75
129270,0.916,1.0,0.7735849056603774,0.75
130270,0.835,0.9980952380952381,0.7616279069767442,0.75
131270,0.847,0.9965635738831615,0.7934336525307798,0.75
132270,0.805,0.9927536231884058,0.7415426251691475,0.75
133270,0.82,1.0,0.7577388963660835,0.75
134270,0.86,1.0,0.7770700636942676,0.75
135270,0.847,1.0,0.7992125984251969,0.75
136270,0.895,1.0,0.86875,0.75
137270,0.827,0.9981884057971014,0.7621023513139695,0.75
138270,0.785,0.9981481481481481,0.7158034528552457,0.75
139270,0.835,1.0,0.7924528301886793,0.75
140270,0.76,0.9985632183908046,0.7441113490364025,0.75
141270,0.823,1.0,0.8067685589519651,0.75
142270,0.884,1.0,0.8772486772486773,0.75
143270,0.822,1.0,0.8075675675675675,0.75
144270,0.812,1.0,0.7952069716775599,0.75
145270,0.83,1.0,0.8083427282976324,0.75
146270,0.838,1.0,0.8233369683751364,0.75
147270,0.858,1.0,0.8458197611292074,0.75
148270,0.877,1.0,0.8642384105960265,0.75
149270,0.824,1.0,0.8153200419727177,0.75
150270,0.878,1.0,0.8651933701657458,0.75
151270,0.835,1.0,0.8237179487179487,0.75
152270,0.823,1.0,0.8063457330415755,0.75
153270,0.861,0.9986376021798365,0.8415614236509759,0.75
154270,0.897,0.9972527472527473,0.8778718258766627,0.75
155270,0.878,0.9782082324455206,0.781431334622824,0.75
156270,0.854,0.9873150105708245,0.7693574958813838,0.75
157270,0.89,0.9803571428571428,0.8472222222222222,0.75
158270,0.887,0.9906890130353817,0.83125,0.75
159270,0.902,0.9964973730297724,0.8556390977443609,0.75
160270,0.899,0.9982046678635548,0.8475609756097561,0.75
161270,0.903,1.0,0.8525835866261399,0.75
162270,0.925,1.0,0.8842592592592593,0.75
163270,0.909,0.9982758620689656,0.8654708520179372,0.75
164270,0.921,0.9982935153583617,0.8823529411764706,0.75
165270,0.925,0.9964476021314387,0.8848580441640379,0.75
166270,0.922,0.986863711001642,0.8956780923994039,0.75
167270,0.929,0.9964601769911504,0.8908227848101266,0.75
168270,0.934,0.9916666666666667,0.9070121951219512,0.75
169270,0.916,0.986644407345576,0.8860569715142429,0.75
170270,0.923,1.0,0.8804347826086957,0.75
171270,0.928,0.9901477832512315,0.9013452914798207,0.75
172270,0.918,0.9948186528497409,0.8793893129770992,0.75
173270,0.925,0.9965986394557823,0.8892261001517451,0.75
174270,0.924,0.9915682967959528,0.8922610015174507,0.75
175270,0.915,0.9949152542372881,0.8774289985052317,0.75
176270,0.914,0.9948096885813149,0.8738601823708206,0.75
177270,0.921,0.9983108108108109,0.8834080717488789,0.75
178270,0.878,0.9909747292418772,0.8243243243243243,0.75
179270,0.885,0.9923780487804879,0.8554533508541393,0.75
180270,0.924,0.9965397923875432,0.8861538461538462,0.75
181270,0.934,1.0,0.9030837004405287,0.75
182270,0.913,0.9982935153583617,0.8718330849478391,0.75
183270,0.921,1.0,0.8836524300441826,0.75
184270,0.904,0.99822695035461,0.8556231003039514,0.75
185270,0.913,0.9981167608286252,0.8603896103896104,0.75
186270,0.93,1.0,0.8944193061840121,0.75
187270,0.922,0.9966101694915255,0.8855421686746988,0.75
188270,0.914,0.9965337954939342,0.8725341426403642,0.75
189270,0.916,0.9982363315696648,0.8721109399075501,0.75
190270,0.908,0.991869918699187,0.8751793400286944,0.75
191270,0.904,0.9950900163666121,0.8673323823109843,0.75
192270,0.82,0.9903846153846154,0.7803030303030303,0.75
193270,0.747,0.9959432048681541,0.6617250673854448,0.75
194270,0.832,1.0,0.7627118644067796,0.75
195270,0.798,0.9934924078091106,0.6971080669710806,0.75
196270,0.841,0.998158379373849,0.7742857142857142,0.75
197270,0.848,0.9983606557377049,0.8013157894736842,0.75
198270,0.994,0.9989847715736041,0.9949443882709808,0.75
199270,0.998,1.0,0.9979859013091642,0.75
200270,0.918,1.0,0.9049826187717266,0.75
201270,0.777,1.0,0.7300242130750605,0.75
202270,0.856,1.0,0.7957446808510639,0.75
203270,0.868,0.9982638888888888,0.8144475920679887,0.75
204270,0.819,0.992831541218638,0.7578659370725034,0.75
205270,0.869,0.9981024667931688,0.801829268292683,0.75
206270,0.876,0.9981447124304267,0.8139183055975794,0.75
207270,0.886,1.0,0.8181818181818182,0.75
208270,0.832,1.0,0.792336217552534,0.75
209270,0.873,0.9984375,0.8352941176470589,0.75
210270,0.867,1.0,0.8091822094691535,0.75
211270,0.871,1.0,0.8200836820083682,0.75
212270,0.899,1.0,0.8579465541490858,0.75
213270,0.894,0.9983606557377049,0.8529411764705882,0.75
214270,0.885,0.9985007496251874,0.8538461538461538,0.75
215270,0.772,0.9955555555555555,0.6646884272997032,0.75
216270,0.805,1.0,0.7559449311639549,0.75
217270,0.882,1.0,0.8342696629213483,0.75
218270,0.907,0.9980806142034548,0.8496732026143791,0.75
219270,0.919,1.0,0.8640939597315436,0.75
220270,0.915,1.0,0.8652931854199684,0.75
221270,0.915,0.9981981981981982,0.8683385579937304,0.75
222270,0.884,1.0,0.8445040214477212,0.75
223270,0.906,0.9963503649635036,0.8557993730407524,0.75
224270,0.864,0.9915966386554622,0.7814569536423841,0.75
225270,0.861,1.0,0.7750809061488673,0.75
226270,0.938,0.9944954128440368,0.9018302828618968,0.75
227270,0.896,0.9984939759036144,0.8655352480417755,0.75
228270,0.9,1.0,0.8161764705882353,0.75
229270,0.941,0.9977876106194691,0.8860510805500982,0.75
230270,0.93,0.9936974789915967,0.8759259259259259,0.75
231270,0.932,0.9959595959595959,0.8819320214669052,0.75
232270,0.9,0.9969558599695586,0.8698539176626826,0.75
233270,0.908,0.9936575052854123,0.8407871198568873,0.75
234270,0.92,0.9979338842975206,0.8594306049822064,0.75
235270,0.935,0.9978947368421053,0.8810408921933085,0.75
236270,0.926,0.9982517482517482,0.8866459627329193,0.75
237270,0.93,0.9968304278922345,0.9024390243902439,0.75
238270,0.896,0.9957716701902748,0.8219895287958116,0.75
239270,0.924,0.9982394366197183,0.883177570093458,0.75
240270,0.937,0.9961464354527938,0.8944636678200693,0.75
241270,0.927,0.9960159362549801,0.8756567425569177,0.75
242270,0.935,0.9965811965811966,0.9024767801857585,0.75
243270,0.948,1.0,0.8994197292069632,0.75
244270,0.931,0.9958071278825996,0.8763837638376384,0.75
245270,0.934,0.996219281663516,0.8917089678510999,0.75
246270,0.924,1.0,0.8492063492063492,0.75
247270,0.886,0.9963503649635036,0.8297872340425532,0.75
248270,0.893,0.9950738916256158,0.793713163064833,0.75
249270,0.942,0.9976744186046511,0.8827160493827161,0.75
250270,0.934,0.9939516129032258,0.8866906474820144,0.75
251270,0.929,0.9981718464351006,0.8863636363636364,0.75
252270,0.9,1.0,0.8269896193771626,0.75
253270,0.861,1.0,0.761986301369863,0.75
254270,0.841,0.9956140350877193,0.7430441898527005,0.75
255270,0.844,0.992462311557789,0.7208029197080292,0.75
256270,0.858,1.0,0.8041379310344827,0.75
257270,0.896,1.0,0.8492753623188406,0.75
258270,0.915,0.9981447124304267,0.864951768488746,0.75
259270,0.914,0.996937212863706,0.8857142857142857,0.75
260270,0.928,1.0,0.8998609179415855,0.75
261270,0.921,0.998371335504886,0.8871201157742402,0.75
262270,0.895,1.0,0.8590604026845637,0.75
263270,0.906,0.9970193740685543,0.8791064388961892,0.75
264270,0.907,0.996551724137931,0.8639760837070254,0.75
265270,0.931,0.9921259842519685,0.9077809798270894,0.75
266270,0.895,0.9920634920634921,0.8620689655172413,0.75
267270,0.9189463019250254,0.9935691318327974,0.8904899135446686,0.75
0,1.0,0.0,0.0,1.0
10,0.55,0.0,0.0,1.0
30,0.575,0.0,0.0,1.0
70,0.575,0.0,0.0,1.0
150,0.65625,0.0,0.0,1.0
310,0.6375,0.0,0.0,1.0
630,0.6578125,0.0,0.0,1.0
1270,0.632,0.0,0.0,1.0
2270,0.652,0.0,0.0,1.0
3270,0.655,0.0,0.0,1.0
4270,0.651,0.0,0.0,1.0
5270,0.652,0.0,0.0,1.0
6270,0.642,0.0,0.0,1.0
7270,0.633,0.0,0.0,1.0
8270,0.654,0.0,0.0,1.0
9270,0.644,0.0,0.0,1.0
10270,0.52,0.0,0.0,1.0
11270,0.348,0.0,0.0,1.0
12270,0.362,0.0,0.0,1.0
13270,0.38,0.0,0.0,1.0
14270,0.368,0.0,0.0,1.0
15270,0.347,0.0,0.0,1.0
16270,0.351,0.0,0.0,1.0
17270,0.362,0.0,0.0,1.0
18270,0.373,0.0,0.0,1.0
19270,0.384,0.0,0.0,1.0
20270,0.361,0.0,0.0,1.0
21270,0.348,0.0,0.0,1.0
22270,0.355,0.0,0.0,1.0
23270,0.389,0.0,0.0,1.0
24270,0.372,0.0,0.0,1.0
25270,0.363,0.0,0.0,1.0
26270,0.346,0.0,0.0,1.0
27270,0.398,0.0,0.0,1.0
28270,0.387,0.0,0.0,1.0
29270,0.359,0.0,0.0,1.0
30270,0.348,0.0,0.0,1.0
31270,0.347,0.0,0.0,1.0
32270,0.369,0.0,0.0,1.0
33270,0.394,0.0,0.0,1.0
34270,0.355,0.0,0.0,1.0
35270,0.38,0.0,0.0,1.0
36270,0.352,0.0,0.0,1.0
37270,0.357,0.0,0.0,1.0
38270,0.358,0.0,0.0,1.0
39270,0.38,0.0,0.0,1.0
40270,0.371,0.0,0.0,1.0
41270,0.369,0.0,0.0,1.0
42270,0.386,0.0,0.0,1.0
43270,0.354,0.0,0.0,1.0
44270,0.375,0.0,0.0,1.0
45270,0.379,0.0,0.0,1.0
46270,0.352,0.0,0.0,1.0
47270,0.36,0.0,0.0,1.0
48270,0.381,0.0,0.0,1.0
49270,0.358,0.0,0.0,1.0
50270,0.376,0.0,0.0,1.0
51270,0.377,0.0,0.0,1.0
52270,0.341,0.0,0.0,1.0
53270,0.383,0.0,0.0,1.0
54270,0.367,0.0,0.0,1.0
55270,0.331,0.0,0.0,1.0
56270,0.376,0.0,0.0,1.0
57270,0.371,0.0,0.0,1.0
58270,0.377,0.0,0.0,1.0
59270,0.351,0.0,0.0,1.0
60270,0.38,0.0,0.0,1.0
61270,0.376,0.0,0.0,1.0
62270,0.305,0.0,0.0,1.0
63270,0.169,0.0,0.0,1.0
64270,0.146,0.0,0.0,1.0
65270,0.178,0.0,0.0,1.0
66270,0.243,0.0,0.0,1.0
67270,0.235,0.0,0.0,1.0
68270,0.197,0.0,0.0,1.0
69270,0.281,0.0,0.0,1.0
70270,0.198,0.0,0.0,1.0
71270,0.203,0.0,0.0,1.0
72270,0.324,0.0,0.0,1.0
73270,0.297,0.0,0.0,1.0
74270,0.317,0.0,0.0,1.0
75270,0.255,0.0,0.0,1.0
76270,0.318,0.0,0.0,1.0
77270,0.393,0.0,0.0,1.0
78270,0.314,0.0,0.0,1.0
79270,0.42,0.0,0.0,1.0
80270,0.444,0.0,0.0,1.0
81270,0.502,0.0,0.0,1.0
82270,0.455,0.0,0.0,1.0
83270,0.569,0.0,0.0,1.0
84270,0.513,0.0,0.0,1.0
85270,0.601,0.0,0.0,1.0
86270,0.603,0.0,0.0,1.0
87270,0.783,0.0,0.0,1.0
88270,0.948,0.0,0.0,1.0
89270,0.857,0.0,0.0,1.0
90270,0.853,0.0,0.0,1.0
91270,0.809,0.0,0.0,1.0
92270,0.858,0.0,0.0,1.0
93270,0.788,0.0,0.0,1.0
94270,0.606,0.0,0.0,1.0
95270,0.84,0.0,0.0,1.0
96270,0.623,0.0,0.0,1.0
97270,0.459,0.0,0.0,1.0
98270,0.655,0.0,0.0,1.0
99270,0.483,0.0,0.0,1.0
100270,0.643,0.0,0.0,1.0
101270,0.731,0.0,0.0,1.0
102270,0.547,0.0,0.0,1.0
103270,0.79,0.0,0.0,1.0
104270,0.796,0.0,0.0,1.0
105270,0.746,0.0,0.0,1.0
106270,0.373,0.0,0.0,1.0
107270,0.851,0.0,0.0,1.0
108270,0.815,0.0,0.0,1.0
109270,0.453,0.0,0.0,1.0
110270,0.541,0.0,0.0,1.0
111270,0.426,0.0,0.0,1.0
112270,0.48,0.0,0.0,1.0
113270,0.495,0.0,0.0,1.0
114270,0.607,0.0,0.0,1.0
115270,0.423,0.0,0.0,1.0
116270,0.609,0.0,0.0,1.0
117270,0.478,0.0,0.0,1.0
118270,0.45,0.0,0.0,1.0
119270,0.652,0.0,0.0,1.0
120270,0.595,0.0,0.0,1.0
121270,0.564,0.0,0.0,1.0
122270,0.696,0.0,0.0,1.0
123270,0.418,0.0,0.0,1.0
124270,0.611,0.0,0.0,1.0
125270,0.416,0.0,0.0,1.0
126270,0.598,0.0,0.0,1.0
127270,0.682,0.0,0.0,1.0
128270,0.582,0.0,0.0,1.0
129270,0.629,0.0,0.0,1.0
130270,0.312,0.0,0.0,1.0
131270,0.269,0.0,0.0,1.0
132270,0.261,0.0,0.0,1.0
133270,0.257,0.0,0.0,1.0
134270,0.372,0.0,0.0,1.0
135270,0.238,0.0,0.0,1.0
136270,0.2,0.0,0.0,1.0
137270,0.277,0.0,0.0,1.0
138270,0.247,0.0,0.0,1.0
139270,0.205,0.0,0.0,1.0
140270,0.066,0.0,0.0,1.0
141270,0.084,0.0,0.0,1.0
142270,0.055,0.0,0.0,1.0
143270,0.075,0.0,0.0,1.0
144270,0.082,0.0,0.0,1.0
145270,0.113,0.0,0.0,1.0
146270,0.083,0.0,0.0,1.0
147270,0.079,0.0,0.0,1.0
148270,0.094,0.0,0.0,1.0
149270,0.047,0.0,0.0,1.0
150270,0.095,0.0,0.0,1.0
151270,0.064,0.0,0.0,1.0
152270,0.086,0.0,0.0,1.0
153270,0.129,0.0,0.0,1.0
154270,0.173,0.0,0.0,1.0
155270,0.483,0.0,0.0,1.0
156270,0.393,0.0,0.0,1.0
157270,0.352,0.0,0.0,1.0
158270,0.36,0.0,0.0,1.0
159270,0.335,0.0,0.0,1.0
160270,0.344,0.0,0.0,1.0
161270,0.342,0.0,0.0,1.0
162270,0.352,0.0,0.0,1.0
163270,0.331,0.0,0.0,1.0
164270,0.337,0.0,0.0,1.0
165270,0.366,0.0,0.0,1.0
166270,0.329,0.0,0.0,1.0
167270,0.368,0.0,0.0,1.0
168270,0.344,0.0,0.0,1.0
169270,0.333,0.0,0.0,1.0
170270,0.356,0.0,0.0,1.0
171270,0.331,0.0,0.0,1.0
172270,0.345,0.0,0.0,1.0
173270,0.341,0.0,0.0,1.0
174270,0.341,0.0,0.0,1.0
175270,0.331,0.0,0.0,1.0
176270,0.342,0.0,0.0,1.0
177270,0.331,0.0,0.0,1.0
178270,0.334,0.0,0.0,1.0
179270,0.239,0.0,0.0,1.0
180270,0.35,0.0,0.0,1.0
181270,0.319,0.0,0.0,1.0
182270,0.329,0.0,0.0,1.0
183270,0.321,0.0,0.0,1.0
184270,0.342,0.0,0.0,1.0
185270,0.384,0.0,0.0,1.0
186270,0.337,0.0,0.0,1.0
187270,0.336,0.0,0.0,1.0
188270,0.341,0.0,0.0,1.0
189270,0.351,0.0,0.0,1.0
190270,0.303,0.0,0.0,1.0
191270,0.299,0.0,0.0,1.0
192270,0.208,0.0,0.0,1.0
193270,0.258,0.0,0.0,1.0
194270,0.292,0.0,0.0,1.0
195270,0.343,0.0,0.0,1.0
196270,0.3,0.0,0.0,1.0
197270,0.24,0.0,0.0,1.0
198270,0.011,0.0,0.0,1.0
199270,0.007,0.0,0.0,1.0
200270,0.137,0.0,0.0,1.0
201270,0.174,0.0,0.0,1.0
202270,0.295,0.0,0.0,1.0
203270,0.294,0.0,0.0,1.0
204270,0.269,0.0,0.0,1.0
205270,0.344,0.0,0.0,1.0
206270,0.339,0.0,0.0,1.0
207270,0.373,0.0,0.0,1.0
208270,0.191,0.0,0.0,1.0
209270,0.235,0.0,0.0,1.0
210270,0.303,0.0,0.0,1.0
211270,0.283,0.0,0.0,1.0
212270,0.289,0.0,0.0,1.0
213270,0.286,0.0,0.0,1.0
214270,0.22,0.0,0.0,1.0
215270,0.326,0.0,0.0,1.0
216270,0.201,0.0,0.0,1.0
217270,0.288,0.0,0.0,1.0
218270,0.388,0.0,0.0,1.0
219270,0.404,0.0,0.0,1.0
220270,0.369,0.0,0.0,1.0
221270,0.362,0.0,0.0,1.0
222270,0.254,0.0,0.0,1.0
223270,0.362,0.0,0.0,1.0
224270,0.396,0.0,0.0,1.0
225270,0.382,0.0,0.0,1.0
226270,0.399,0.0,0.0,1.0
227270,0.234,0.0,0.0,1.0
228270,0.456,0.0,0.0,1.0
229270,0.491,0.0,0.0,1.0
230270,0.46,0.0,0.0,1.0
231270,0.441,0.0,0.0,1.0
232270,0.247,0.0,0.0,1.0
233270,0.441,0.0,0.0,1.0
234270,0.438,0.0,0.0,1.0
235270,0.462,0.0,0.0,1.0
236270,0.356,0.0,0.0,1.0
237270,0.303,0.0,0.0,1.0
238270,0.427,0.0,0.0,1.0
239270,0.358,0.0,0.0,1.0
240270,0.422,0.0,0.0,1.0
241270,0.429,0.0,0.0,1.0
242270,0.354,0.0,0.0,1.0
243270,0.483,0.0,0.0,1.0
244270,0.458,0.0,0.0,1.0
245270,0.409,0.0,0.0,1.0
246270,0.496,0.0,0.0,1.0
247270,0.342,0.0,0.0,1.0
248270,0.491,0.0,0.0,1.0
249270,0.514,0.0,0.0,1.0
250270,0.444,0.0,0.0,1.0
251270,0.384,0.0,0.0,1.0
252270,0.422,0.0,0.0,1.0
253270,0.416,0.0,0.0,1.0
254270,0.389,0.0,0.0,1.0
255270,0.452,0.0,0.0,1.0
256270,0.275,0.0,0.0,1.0
257270,0.31,0.0,0.0,1.0
258270,0.378,0.0,0.0,1.0
259270,0.265,0.0,0.0,1.0
260270,0.281,0.0,0.0,1.0
261270,0.309,0.0,0.0,1.0
262270,0.255,0.0,0.0,1.0
263270,0.239,0.0,0.0,1.0
264270,0.331,0.0,0.0,1.0
265270,0.306,0.0,0.0,1.0
266270,0.275,0.0,0.0,1.0
267270,0.2968591691995947,0.0,0.0,1.0
